Geo Point;Geo Shape;nr;gebiet;realisiert
47.4463503854,9.39525243589;"{""type"": ""Polygon"", ""coordinates"": [[[9.397550460056262, 47.44717077008024], [9.397558130446187, 47.447150361242414], [9.397563347110358, 47.447129589120316], [9.397566089170718, 47.44710860701449], [9.397566334756, 47.44708754125137], [9.397564206445612, 47.44706719946972], [9.397559737065448, 47.447047032306145], [9.397552970685167, 47.44702715597249], [9.397543938781972, 47.44700770488784], [9.397146966698191, 47.44634354483273], [9.396993765529038, 47.44615170923183], [9.396937639555883, 47.4460933617418], [9.396706924410422, 47.445905222862905], [9.396362593252974, 47.44566016816292], [9.395968847021134, 47.44539304312738], [9.395786767893277, 47.445105671609646], [9.395709329471618, 47.444808935162605], [9.395669102102929, 47.44463469953349], [9.39563653644343, 47.4443976172037], [9.39568925695053, 47.44438870857648], [9.396000264693612, 47.44436418117713], [9.395991544573045, 47.444292974848], [9.395977486944266, 47.444220518354314], [9.395771628755542, 47.443878947512935], [9.395464216898864, 47.443675919292765], [9.395350811280796, 47.4435597102122], [9.39532141069638, 47.44353160685612], [9.395240894868719, 47.44345145815959], [9.39510892653014, 47.44332053828229], [9.395006513264393, 47.44320388193961], [9.394834364138005, 47.443043772188695], [9.394813158314342, 47.4430513374832], [9.39479307440351, 47.443031704324525], [9.39465112249924, 47.442892495837725], [9.394635852589827, 47.44287754952947], [9.394613786541624, 47.442867846405626], [9.394538776880157, 47.44286852169133], [9.394438958763931, 47.44287003048695], [9.394287491442112, 47.44284064507088], [9.394228234663215, 47.442842709092275], [9.393776939636938, 47.44291630709085], [9.393716929211894, 47.44293792473327], [9.393556514959661, 47.44309165841576], [9.39361343377818, 47.44333527500634], [9.392779785421855, 47.4435327878153], [9.393016755619337, 47.444187935272744], [9.393033976563029, 47.4443018499817], [9.393183535768582, 47.44493985123044], [9.393298006878977, 47.4455912209503], [9.393329776914557, 47.44616428579765], [9.393345056158955, 47.446254193705556], [9.39339326656159, 47.4463657670016], [9.393930733090981, 47.44706195809063], [9.394137632712786, 47.44741922270922], [9.39429414198783, 47.44769690766924], [9.394364953827392, 47.44783332536791], [9.394435504461308, 47.44788866802356], [9.39457774121553, 47.44798332864245], [9.394671597224105, 47.44809247379054], [9.394719026714025, 47.448170060736985], [9.39479104865416, 47.44829244964757], [9.394899355381574, 47.44885984645786], [9.394985353989147, 47.448946056436704], [9.396383149475758, 47.449913838281425], [9.396625814057133, 47.44993033191211], [9.396693932748821, 47.449934954312155], [9.396801587961795, 47.44991178165463], [9.397303003455606, 47.44980383769903], [9.397223810366402, 47.44922532442238], [9.397267722545406, 47.44902927730394], [9.397306282811632, 47.44885718941552], [9.397320243234212, 47.44867438915808], [9.397326983277397, 47.44858006912133], [9.39733186037515, 47.44851080083901], [9.397354437454126, 47.448198201178485], [9.397369853333434, 47.44798613649326], [9.397370251645984, 47.447968136071964], [9.397371545891174, 47.44791683217601], [9.397415083774893, 47.44737276654311], [9.397550460056262, 47.44717077008024]]]}";42;Bruggwald;1995-09-25
47.4275518459,9.3728629132;"{""type"": ""Polygon"", ""coordinates"": [[[9.368682519280112, 47.4247022164526], [9.369289722176145, 47.42524398451969], [9.369512422715907, 47.42544260255545], [9.369515259252656, 47.4254403959263], [9.369596287895941, 47.42551020699814], [9.369649322648634, 47.42554873596282], [9.369845136011094, 47.42579693428028], [9.369858532230818, 47.425819031547135], [9.370236731430191, 47.42610272375698], [9.37027517619619, 47.42613153680818], [9.370543504308605, 47.426332746121375], [9.370963565716178, 47.426648961525586], [9.37103862776142, 47.42670477335492], [9.371127141841981, 47.42677287479019], [9.371182173324978, 47.426817037687435], [9.371232552329179, 47.426863779474814], [9.37127617075948, 47.426914556908805], [9.371312739780983, 47.4269687180585], [9.371623011825736, 47.42746638865563], [9.37173235801803, 47.427626169740655], [9.371751418012588, 47.42765086211399], [9.371787454481355, 47.42768631863021], [9.372035317130582, 47.427881074311266], [9.372042424437744, 47.42788329459081], [9.372304693004699, 47.42808332377562], [9.372355307235276, 47.4281218830416], [9.372379782866407, 47.42814199528956], [9.372400073591786, 47.428164057888864], [9.372444397475489, 47.42822981180288], [9.372495848700884, 47.42830964343234], [9.372515384329086, 47.428344125267294], [9.372545660629752, 47.42842718116908], [9.372537895091577, 47.42843275418614], [9.372540124637641, 47.42844011226931], [9.372571726559256, 47.42847208000878], [9.372612380767874, 47.42850542572592], [9.372801811737302, 47.4286542931035], [9.372803801078858, 47.42865321618049], [9.373401260609572, 47.42912075869559], [9.373999469862946, 47.42958857356966], [9.374099523422585, 47.429667869559104], [9.3741792585006, 47.42973603477753], [9.374434319903798, 47.42993464153068], [9.374474889392262, 47.429966323621], [9.374595388371464, 47.43005289706534], [9.374709272484134, 47.43012891995533], [9.374719180564906, 47.43013559157263], [9.374850255123311, 47.43021618465511], [9.375224678170117, 47.43043348279717], [9.375249423566249, 47.43044783196932], [9.37553587643527, 47.43061404362817], [9.375613477165569, 47.43065917579498], [9.375969735586954, 47.430866456646164], [9.37622750584287, 47.431016404309766], [9.376590217119222, 47.431227443765366], [9.3766772085897, 47.431278085786495], [9.376748341505179, 47.431322866825], [9.376814532145337, 47.43137064566918], [9.37688037676198, 47.431423846369455], [9.376939218613984, 47.43147698453219], [9.376993231016103, 47.43153185007667], [9.377044417181308, 47.43159065862103], [9.37708716791902, 47.43164283400354], [9.377312893296178, 47.431917841833084], [9.37752566622482, 47.43217717811271], [9.377594081175499, 47.43224665554896], [9.377677874244428, 47.432320796229256], [9.377726456072628, 47.43240670163091], [9.37775265128473, 47.43243350456106], [9.377780099571574, 47.43245903590386], [9.377810798033643, 47.4324827943182], [9.377829287776166, 47.43249534957647], [9.37784975478835, 47.43250649514402], [9.377861374709378, 47.432509907919474], [9.377874438249163, 47.43250854614861], [9.37788373553427, 47.43249661331546], [9.377882681930712, 47.43248552890763], [9.377803861281636, 47.4323641075923], [9.377806443491801, 47.432362561800254], [9.37777582691982, 47.432319215917836], [9.377752770803173, 47.43228031357741], [9.37773723265214, 47.43223704760201], [9.377731136682769, 47.43219783373391], [9.37773145706929, 47.43215859319307], [9.377740789676146, 47.432123250030784], [9.377754957902505, 47.432089256237205], [9.377775389585748, 47.43205722663079], [9.377804173574686, 47.4320233564921], [9.377833485592825, 47.43199597319654], [9.37786562585643, 47.43196797564127], [9.377901991957549, 47.43194351490356], [9.377934424319598, 47.431931175906115], [9.377956105718814, 47.431922166174694], [9.377983857309168, 47.4319014486795], [9.378018198937726, 47.431868735791205], [9.378052950364012, 47.43182180102455], [9.37806967362674, 47.43177970315298], [9.378075858797448, 47.431699113727454], [9.37804992126906, 47.43162079969066], [9.377991022148136, 47.431551207833124], [9.377890183235053, 47.43146007945721], [9.377694553402133, 47.431283308018656], [9.377480853175257, 47.431090519135715], [9.377398577465808, 47.43101647882321], [9.377247998549588, 47.430831924440824], [9.37717985834362, 47.43070877610395], [9.377040297780189, 47.43058643867396], [9.376965519359107, 47.43052454400377], [9.376870847006751, 47.430447184466495], [9.376689611853383, 47.43030360221466], [9.376570535046234, 47.43021141102094], [9.376407009014377, 47.43007568253864], [9.376246888917287, 47.42992896558616], [9.376104831427407, 47.42978271936255], [9.37601650865156, 47.429683768279865], [9.375795110328564, 47.42943649466652], [9.375669047192623, 47.429295413935996], [9.375486901320386, 47.42909126946761], [9.375337688656616, 47.42892425159916], [9.375321307230381, 47.42893351393116], [9.37516212957646, 47.42875422020636], [9.375090582728232, 47.42866877949469], [9.37508652105119, 47.428662819670244], [9.375042452976373, 47.428598366973155], [9.374941273293722, 47.42844291448323], [9.374891279003217, 47.428368250646216], [9.374836511314518, 47.42829138156008], [9.374775129779279, 47.428219661470145], [9.374740417751395, 47.42818314003347], [9.374703309346376, 47.428147072583954], [9.374639019882231, 47.42809380865262], [9.374572000742209, 47.42804203889975], [9.374578049119451, 47.42803446122027], [9.374546104912591, 47.42802627836678], [9.374510047925051, 47.428001250351144], [9.374461518154616, 47.42796536513578], [9.374415079151344, 47.427928275294335], [9.374373145076863, 47.427884182423355], [9.374347084240958, 47.427853309934946], [9.374324379221168, 47.42782248020183], [9.374279730894257, 47.4277402052224], [9.374263635168063, 47.42770664670724], [9.374256282134057, 47.42769293272825], [9.374264497167825, 47.42767129271791], [9.374188595144533, 47.427598349029715], [9.374164456834468, 47.427579868928326], [9.374102708653954, 47.427548694354684], [9.37408945798997, 47.427556545568976], [9.374048887892885, 47.42753536266484], [9.373866885819725, 47.4274493237179], [9.373838641203434, 47.427420727896106], [9.373798008531217, 47.427379222113565], [9.373746300072973, 47.427330632325734], [9.373698483523459, 47.42728114964472], [9.373653957585176, 47.427230280319854], [9.373612373665802, 47.427178282102375], [9.373574864686264, 47.42712495609135], [9.373543298146897, 47.427076451847974], [9.373515952932337, 47.42703137669173], [9.37349411029709, 47.42698485988381], [9.373412184575558, 47.42683222365305], [9.373393573835896, 47.42681042099802], [9.373340047215166, 47.42659507820968], [9.373325831758835, 47.42657930181786], [9.373204451935035, 47.4264915632768], [9.373060362381393, 47.426387407641855], [9.373032872645757, 47.42636751692454], [9.372983716074364, 47.42633219040874], [9.372887445608166, 47.42626265472394], [9.372883495459142, 47.426259751880764], [9.37288155379899, 47.42626104393346], [9.37277948565367, 47.42618700781248], [9.372783637228011, 47.42618450918934], [9.37277955459692, 47.42618160855984], [9.372741373539418, 47.42615388951936], [9.372740336462828, 47.42615453665316], [9.372699974452619, 47.42612517169054], [9.372701011529179, 47.426124524557075], [9.372668330962574, 47.426100780011254], [9.372634845844656, 47.42607641914178], [9.372633808768278, 47.42607706627469], [9.372594562723782, 47.426048492316404], [9.372595470573954, 47.42604793731464], [9.37255736659054, 47.426020144950975], [9.372552595382606, 47.42601653608955], [9.372548838023022, 47.42601893813967], [9.3724471139799, 47.425944859989364], [9.372449058905941, 47.425943657857445], [9.372444837284934, 47.42594057960554], [9.372339902388493, 47.42586496265089], [9.372273290144564, 47.425816954475415], [9.372286906400651, 47.4257998306094], [9.372051473569465, 47.42562183556344], [9.371780382951782, 47.425458876422255], [9.371755634139813, 47.42544397778848], [9.371585166854764, 47.425341602114784], [9.371485118776498, 47.42528147618832], [9.371227172368418, 47.425125898277926], [9.371116754633215, 47.42506421805542], [9.37110151492141, 47.42506438291582], [9.370813789939701, 47.424889302089746], [9.370652306747179, 47.424791093354685], [9.370652273406956, 47.424779218097136], [9.370551186818352, 47.4247116053918], [9.370498068971377, 47.42467516548704], [9.370200615110727, 47.424471159061525], [9.369982180328389, 47.42432028017519], [9.369871336471208, 47.424244210993315], [9.369714530680326, 47.42413670107535], [9.369571715447519, 47.42404939798714], [9.369434337806734, 47.42397530119336], [9.369432664384176, 47.4239766786758], [9.369342614807511, 47.42393001409806], [9.36930589242968, 47.42391829294052], [9.369273554934484, 47.42390794700791], [9.369072113354664, 47.42384460060505], [9.3689278975298, 47.423804895363276], [9.368780897157313, 47.423764435733254], [9.368773006779612, 47.423776794203114], [9.368633667379834, 47.423738482635535], [9.368400522803235, 47.42367419804642], [9.368213159505826, 47.423623219641314], [9.368064911538545, 47.42358268997799], [9.367903871246531, 47.42353887391958], [9.367753971347266, 47.42349774166379], [9.36760761234834, 47.42345773769467], [9.367595283763734, 47.42345518145201], [9.367582435777344, 47.423454388258456], [9.367569626136637, 47.423455384791524], [9.367557383484986, 47.423458126240234], [9.36754662382587, 47.423462282426975], [9.367537278960363, 47.423467800509435], [9.367529698457226, 47.42347444973272], [9.367524177913502, 47.423481973252315], [9.367483002694213, 47.42355989822953], [9.367474300336417, 47.423583147319654], [9.367475570796017, 47.423606499864064], [9.367487129228724, 47.42362914088828], [9.367520233915767, 47.423668354313264], [9.367603887483835, 47.42374307117538], [9.367684103743548, 47.42381475044756], [9.367934501168765, 47.4240382981343], [9.368136019660675, 47.424217884190995], [9.368379083202205, 47.42443430195281], [9.368440449560284, 47.42448585468631], [9.368682519280112, 47.4247022164526]]]}";24;Tigerberg;2002-08-27
47.4163382024,9.35707274198;"{""type"": ""Polygon"", ""coordinates"": [[[9.359272833047473, 47.41666241790291], [9.359373829217198, 47.41651344318394], [9.35930864799761, 47.41651803539721], [9.359242961515518, 47.41651192975402], [9.359181774205137, 47.41649459323552], [9.358411721814928, 47.41620183955325], [9.357903280190772, 47.41600850513354], [9.357396611543182, 47.41581534601081], [9.357096312186163, 47.41568074662581], [9.356702757105333, 47.41544763192349], [9.356534401202936, 47.41534953614119], [9.356382011761285, 47.41529064416446], [9.356232309304438, 47.41524083916797], [9.355948796532129, 47.41517800479653], [9.355027918272196, 47.4159165801868], [9.354937480695565, 47.41596112979962], [9.354830156143475, 47.41602813651906], [9.354882941889986, 47.416059577692124], [9.355143945099138, 47.41622385823819], [9.355455184818087, 47.41641902762926], [9.355658624785992, 47.416546484313415], [9.355695317853904, 47.41656792674513], [9.355777759963201, 47.41661162398366], [9.355863068898561, 47.416653213328836], [9.35596801928668, 47.41669988378982], [9.356077092271446, 47.41674250915724], [9.356309441821166, 47.416826480240914], [9.356377734671867, 47.41684900846297], [9.356492781443091, 47.41687751726862], [9.356550969694448, 47.41689219693925], [9.356599397815414, 47.416904177596386], [9.356639188452114, 47.416912244041654], [9.356820608197028, 47.41694713615446], [9.356930177177471, 47.41697185783661], [9.357038484709527, 47.41700129669594], [9.35717939834876, 47.41704172800772], [9.357319057736202, 47.417080452588365], [9.357462378242454, 47.417117775682314], [9.358119850494354, 47.41728153821028], [9.358218484176858, 47.417307331023615], [9.358288166581843, 47.417325345641466], [9.358306347828089, 47.41732962297846], [9.358405246958661, 47.41735542022177], [9.358504510729706, 47.41738434221574], [9.358572684754414, 47.41739985362033], [9.358632695141727, 47.41740217634413], [9.358682928866106, 47.41738370790024], [9.35871075046425, 47.41735795555378], [9.358845517963323, 47.41719008469607], [9.35888418572435, 47.41714165102138], [9.35890634193735, 47.41714955990044], [9.358996141268593, 47.41703701082685], [9.358974111073408, 47.417028919934616], [9.359007723615798, 47.41698696696264], [9.359118019989102, 47.416851783014565], [9.359199318471976, 47.41675199758124], [9.359272833047473, 47.41666241790291]]]}";15;Vonwil;2005-10-04
47.4201156624,9.36392626887;"{""type"": ""Polygon"", ""coordinates"": [[[9.364887999111012, 47.419711407350704], [9.364543673452967, 47.41960825786636], [9.364174836159377, 47.419349276920826], [9.363390217849297, 47.419234116700416], [9.362848431499486, 47.419078218842046], [9.362689308160363, 47.41905649601501], [9.362633647229787, 47.41920097609053], [9.362631562503397, 47.41923058335865], [9.362639411573284, 47.419280142126745], [9.362600976593093, 47.41949963876339], [9.362585476509567, 47.41971591052434], [9.362582631120656, 47.419754914135105], [9.36257912051045, 47.41982245774107], [9.36257825730894, 47.419838918301934], [9.362582601384867, 47.419922066572006], [9.362589293383566, 47.41996051553028], [9.362597142255272, 47.42000566585194], [9.362621160223902, 47.42008740694154], [9.362654280242511, 47.42016754799102], [9.362628903536072, 47.42017327862683], [9.362677228290789, 47.4202636927968], [9.362787550078997, 47.420414585923226], [9.362929574879425, 47.42055248144179], [9.363105117094866, 47.42067402919688], [9.363139921869198, 47.42069404329397], [9.363148288384608, 47.42068749822383], [9.363238461224062, 47.420740445224794], [9.36333362209159, 47.420787991958996], [9.363432896195736, 47.4208312416003], [9.36353758052655, 47.420868670064685], [9.36375380148119, 47.42094201805568], [9.363881358048905, 47.42098361757624], [9.36406175609099, 47.421042510126654], [9.364322514801255, 47.42106920420937], [9.364456530771388, 47.42108010626935], [9.364479398865281, 47.421081974375596], [9.36451034416531, 47.42107992920141], [9.364537839902042, 47.42107047414519], [9.364679858791861, 47.42098821541589], [9.364794370692993, 47.42092206946658], [9.364899284613307, 47.42086140950632], [9.365006158401034, 47.42079960116861], [9.365115996752817, 47.42073583597794], [9.365241873312081, 47.42066287843843], [9.365423664183496, 47.420535745255194], [9.365516325755417, 47.42048124489245], [9.365503008807673, 47.42046234868503], [9.365701385047966, 47.42034812783471], [9.365002375516154, 47.419800206754466], [9.364887999111012, 47.419711407350704]]]}";16b;St.Leonhard;2005-10-04
47.412536044,9.33262889736;"{""type"": ""Polygon"", ""coordinates"": [[[9.334836914572104, 47.411615872555146], [9.334600161594905, 47.41154022635209], [9.334365798748083, 47.411465431136946], [9.334326349939934, 47.411453347958606], [9.334056000777426, 47.41136765368078], [9.333257920370187, 47.411113917208326], [9.333065090801082, 47.41105270720555], [9.333016337235154, 47.41103723142599], [9.33280622918583, 47.41096568811176], [9.332591824780279, 47.41088735931592], [9.332532140617033, 47.410863776493066], [9.332439323881658, 47.41082531626606], [9.332214277195789, 47.41072050381106], [9.332153363272193, 47.41068953661549], [9.332124667303422, 47.410674190586455], [9.332038466680787, 47.41062833424017], [9.33192535335166, 47.41056621185267], [9.331773517178815, 47.41047435977411], [9.331632399002565, 47.410564660285694], [9.33145039806629, 47.41068304351293], [9.331068324631188, 47.41094279487823], [9.3307959229633, 47.41108589628383], [9.33067051564551, 47.41115182694684], [9.330820610062691, 47.41141469236154], [9.330842642648348, 47.41151664266303], [9.330601052173064, 47.41166198294124], [9.331016372891511, 47.41185117576729], [9.331034022330078, 47.41185925368188], [9.330781625188335, 47.41211673592347], [9.33075685986794, 47.41214710967426], [9.330671790753104, 47.41225172250035], [9.330646359730794, 47.41230028956599], [9.33049811812846, 47.41252114910602], [9.330487315655384, 47.4125297109552], [9.330356851666497, 47.41263210684935], [9.330247163326135, 47.41272127911173], [9.330200892554899, 47.41279584597154], [9.33018773159281, 47.412884634448574], [9.330202747229052, 47.41296667291865], [9.330160057706255, 47.413165174343874], [9.330055247390565, 47.41327753212568], [9.330079805900942, 47.41328234822675], [9.330182204319572, 47.41330280395087], [9.330789029061211, 47.413423690021034], [9.331452456303397, 47.413555890301886], [9.33170420258271, 47.41360615140877], [9.332440759848822, 47.41392396553667], [9.33305383170693, 47.41413848369245], [9.333261891734775, 47.414103700621], [9.333416127881785, 47.41416020821813], [9.333546108066056, 47.414222646406856], [9.33366310198288, 47.41430191444497], [9.3338470550108, 47.41442989916688], [9.33400957063529, 47.41448995886159], [9.334352561404174, 47.414580264567725], [9.334585919331682, 47.41464469418792], [9.33485414273301, 47.41466835366454], [9.334860438626121, 47.41460286189742], [9.33500927843534, 47.414219415422046], [9.334963910835171, 47.41383248054697], [9.334775100940703, 47.41378845408076], [9.334340695052317, 47.41345790655038], [9.333920508912838, 47.413212413487244], [9.333859714890915, 47.413180455543056], [9.333798700335509, 47.41314639594287], [9.333735796079305, 47.41310876860092], [9.333739634295233, 47.41310861568086], [9.33374155407306, 47.4130679728156], [9.33376164986632, 47.4130215078221], [9.333813204018467, 47.412955498692305], [9.33396144491976, 47.41281501181036], [9.334179383394817, 47.41257651317026], [9.334217520228098, 47.41247802071587], [9.334235595946483, 47.412394567077676], [9.334330307165578, 47.412308938440695], [9.334345432464323, 47.41231794795179], [9.334486543306314, 47.41225162967388], [9.334573438473637, 47.412206317622584], [9.334562132475071, 47.41219848702406], [9.334725177542179, 47.41204694202658], [9.334776464140845, 47.41197124728434], [9.334969971910867, 47.411687804189036], [9.334987373614311, 47.41166323630313], [9.334933333318798, 47.411646345626814], [9.334836914572104, 47.411615872555146]]]}";8;Engelwies;2007-12-11
